,subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1,react_time
950,8,110,1549.129,0,10,20,0.677357229,0.322642771,1549.129
951,8,111,1246.492,0,13,10,0.579440486,0.420559514,1246.492
952,8,112,1726.535,1,82,70,0.503316392,0.496683608,1728.535
953,8,113,1176.152,0,27,40,0.677460973,0.322539027,1178.152
954,8,114,1661.268,1,40,27,0.413125409,0.586874591,1664.268
955,8,115,1511.403,0,30,40,0.670063091,0.329936909,1511.403
956,8,116,1570.601,0,70,82,0.690766775,0.309233225,1570.601
957,8,117,1476.527,0,70,75,0.678245918,0.321754082,1476.527
958,8,118,1724.697,0,70,72,0.625154049,0.374845951,1724.697
959,8,119,1499.084,0,70,63,0.643421815,0.356578185,1499.084
960,9,0,1934.475,0,70,91,0.624260355,0.375739645,1727.475
961,9,1,1540.831,0,7,10,0.447278912,0.552721088,1542.831
962,9,2,1175.848,1,10,4,0.442371021,0.557628979,1178.848
963,9,3,1182.059,1,17,10,0.488423374,0.511576626,1185.059
964,9,4,1396.51,1,2,10,0.398773006,0.601226994,1399.51
965,9,5,1930.006,1,68,70,0.59939302,0.40060698,1933.006
966,9,6,1308.294,1,38,40,0.444305382,0.555694618,1311.294
967,9,7,1036.766,1,70,52,0.507246377,0.492753623,1039.766
968,9,8,1449.936,0,10,8,0.424528302,0.575471698,1451.936
969,9,9,1058.787,1,70,61,0.379906617,0.620093383,1060.787
970,9,10,1717.17,0,6,10,0.645259939,0.354740061,1717.17
971,9,11,1076.954,1,40,43,0.483353921,0.516646079,1079.954
972,9,12,1352.932,0,10,16,0.485961123,0.514038877,1510.932
973,9,13,1215.279,1,10,7,0.457627119,0.542372881,1210.279
974,9,14,1333.758,1,70,84,0.507281553,0.492718447,1339.758
975,9,15,1361.499,1,51,40,0.67281106,0.32718894,1374.499
976,9,16,1991.731,0,24,40,0.529600804,0.470399196,1819.731
977,9,17,1165.253,1,43,40,0.443548387,0.556451613,1386.253
978,9,18,1295.232,1,61,70,0.452747253,0.547252747,1225.232
979,9,19,1256.585,0,16,10,0.495412844,0.504587156,1501.585
980,9,20,1705.955,1,10,2,0.523647759,0.476352241,1309.955
981,9,21,1967.892,0,70,77,0.701832317,0.298167683,1967.892
982,9,22,1166.65,0,37,40,0.323846421,0.676153579,1166.65
983,9,23,1645.865,0,40,51,0.604852686,0.395147314,1818.865
984,9,24,1589.229,0,4,10,0.606722689,0.393277311,1946.229
985,9,25,2286.502,1,10,17,0.440438871,0.559561129,1972.502
986,9,26,1508.455,1,10,6,0.486315789,0.513684211,1468.455
987,9,27,1655.83,1,70,68,0.479007634,0.520992366,1522.83
988,9,28,1218.214,1,93,70,0.456087147,0.543912853,1175.214
989,9,29,1249.66,1,91,70,0.473903967,0.526096033,1418.66
990,9,30,2072.901,1,86,70,0.417307692,0.582692308,2111.901
991,9,31,2098.476,1,70,93,0.557661927,0.442338073,2113.476
992,9,32,2318.618,0,70,86,0.701870187,0.298129813,2344.618
993,9,33,1977.603,0,8,10,0.446308725,0.553691275,1859.603
994,9,34,2210.398,0,40,37,0.62077597,0.37922403,2408.398
995,9,35,2364.363,1,77,70,0.330477356,0.669522644,2249.363
996,9,36,2040.86,1,40,24,0.602272727,0.397727273,2035.86
997,9,37,1994.293,1,40,38,0.678191489,0.321808511,1967.293
998,9,38,1529.798,1,84,70,0.606666667,0.393333333,1581.798
999,9,39,2425.836,0,52,70,0.511214953,0.488785047,2610.836
1000,9,40,1300.872,0,88,70,0.485955056,0.514044944,1300.872
1001,9,41,1054.751,0,10,18,0.462395543,0.537604457,1056.751
1002,9,42,1106.469,0,14,10,0.619637863,0.380362137,1109.469
1003,9,43,1347.055,1,40,29,0.477958237,0.522041763,1507.055
1004,9,44,2228.3,1,65,70,0.617021277,0.382978723,2241.3
1005,9,45,2428.003,0,15,10,0.393393393,0.606606607,2397.003
1006,9,46,1249.481,1,56,40,0.438256659,0.561743341,1107.481
1007,9,47,1192.81,1,40,35,0.414746544,0.585253456,1195.81
1008,9,48,1595.585,0,70,88,0.514869888,0.485130112,2084.585
1009,9,49,2120.993,0,19,10,0.555758684,0.444241316,1889.993
1010,9,50,1511.851,1,70,79,0.47972973,0.52027027,1408.851
1011,9,51,1884.494,0,12,10,0.427868852,0.572131148,1774.494
1012,9,52,2066.95,1,18,10,0.354399009,0.645600991,2574.95
1013,9,53,2003.251,1,79,70,0.586387435,0.413612565,1718.251
1014,9,54,1867.288,1,34,40,0.518737673,0.481262327,2574.288
1015,9,55,2675.363,1,46,40,0.485815603,0.514184397,1859.363
1016,9,56,1946.074,0,26,40,0.437254902,0.562745098,1924.074
1017,9,57,1418.258,1,10,19,0.481981982,0.518018018,1589.258
1018,9,58,1381.159,1,54,70,0.414110429,0.585889571,1979.159
1019,9,59,3053.123,1,70,47,0.667420814,0.332579186,2353.123
1020,9,60,1265.693,0,35,40,0.298932384,0.701067616,1278.693
1021,9,61,1815.269,1,10,5,0.558983666,0.441016334,1799.269
1022,9,62,1339.931,0,49,70,0.587020649,0.412979351,1245.931
1023,9,63,1271.036,0,40,54,0.430317848,0.569682152,1333.036
1024,9,64,1844.011,1,70,58,0.464143426,0.535856574,1849.011
1025,9,65,1857.445,1,54,40,0.558394161,0.441605839,1891.445
1026,9,66,1799.812,1,70,54,0.47689464,0.52310536,1732.812
1027,9,67,1272.332,1,40,26,0.46275395,0.53724605,1272.332
1028,9,68,1205.468,1,10,14,0.579207921,0.420792079,1270.468
1029,9,69,1390.371,1,58,70,0.45320197,0.54679803,1548.371
1030,9,70,1908.069,1,10,12,0.543925234,0.456074766,1691.069
1031,9,71,1424.142,0,70,49,0.535087719,0.464912281,1465.142
1032,9,72,1372.099,0,47,70,0.572243346,0.427756654,1508.099
1033,9,73,2102.561,1,70,65,0.682368775,0.317631225,1955.561
1034,9,74,4213.558,0,40,56,0.402105263,0.597894737,4253.558
1035,9,75,1842.573,0,40,46,0.461397059,0.538602941,2086.573
1036,9,76,1551.521,0,10,15,0.3878327,0.6121673,1323.521
1037,9,77,1512.883,1,40,34,0.48245614,0.51754386,1485.883
1038,9,78,1877.203,1,5,10,0.404371585,0.595628415,1910.203
1039,9,79,2026.825,0,29,40,0.631955029,0.368044971,1787.825
1040,9,80,2098.816,0,10,13,0.570391872,0.429608128,1997.816
1041,9,81,3274.327,1,10,0,0.502581756,0.497418244,3270.327
1042,9,82,1462.63,1,40,48,0.458695652,0.541304348,1332.63
1043,9,83,1108.256,1,75,70,0.465449804,0.534550196,1110.256
1044,9,84,1124.838,0,63,70,0.38790932,0.61209068,1257.838
1045,9,85,1977.762,1,50,40,0.598435463,0.401564537,1975.762
1046,9,86,2128.403,1,40,32,0.264173703,0.735826297,1997.403
1047,9,87,1435.476,1,53,40,0.456479691,0.543520309,1627.476
1048,9,88,1761.884,0,40,50,0.439271255,0.560728745,1572.884
1049,9,89,1466.222,1,48,40,0.358148893,0.641851107,1466.222
1050,9,90,1354.152,1,40,30,0.405405405,0.594594595,1541.152
1051,9,91,1400.34,0,40,53,0.447004608,0.552995392,1216.34
1052,9,92,1141.456,1,42,40,0.445378151,0.554621849,1144.456
1053,9,93,1343.439,0,10,1,0.370517928,0.629482072,1346.439
1054,9,94,1688.372,0,56,70,0.566311713,0.433688287,1837.372
1055,9,95,1452.339,1,40,45,0.432372506,0.567627494,1444.339
1056,9,96,1166.344,1,20,10,0.343283582,0.656716418,1220.344
1057,9,97,1931.579,0,1,10,0.409433962,0.590566038,2249.579
1058,9,98,4314.135,0,70,56,0.732954545,0.267045455,3803.135
1059,9,99,1508.253,0,32,40,0.662265462,0.337734538,1511.253
1060,9,100,1795.056,0,9,10,0.631147541,0.368852459,1797.056
1061,9,101,1577.658,0,3,10,0.62250185,0.37749815,1579.658
1062,9,102,1424.673,1,11,10,0.374538745,0.625461255,1426.673
1063,9,103,3135.489,0,72,70,0.570007651,0.429992349,3135.489
1064,9,104,1865.355,0,0,10,0.623718887,0.376281113,2156.355
1065,9,105,1991.438,0,10,11,0.565982405,0.434017595,1700.438
1066,9,106,2118.678,1,45,40,0.348600509,0.651399491,2121.678
1067,9,107,1691.866,0,10,9,0.562594268,0.437405732,1693.866
1068,9,108,2304.968,1,10,3,0.590755898,0.409244102,2306.968
1069,9,109,1434.476,1,40,42,0.375056815,0.624943185,1434.476
1070,9,110,1629.369,0,10,20,0.616144975,0.383855025,1632.369
1071,9,111,1102.14,1,13,10,0.396788991,0.603211009,1304.14
1072,9,112,1199.066,1,82,70,0.285285285,0.714714715,1165.066
1073,9,113,1727.324,1,27,40,0.403418803,0.596581197,1559.324
1074,9,114,1306.924,1,40,27,0.430096051,0.569903949,1308.924
1075,9,115,1751.975,1,30,40,0.655123675,0.344876325,1881.975
1076,9,116,1602.222,1,70,82,0.628774423,0.371225577,1475.222
1077,9,117,3075.759,1,70,75,0.402730375,0.597269625,3075.759
1078,9,118,2489.889,1,70,72,0.48757764,0.51242236,2632.889
1079,9,119,3025.539,1,70,63,0.442713107,0.557286893,2885.539
1080,10,0,3736.991,0,70,91,0.442528992,0.557471008,3736.991
1081,10,1,1653.211,0,7,10,0.547889896,0.452110104,1653.211
1082,10,2,8416.123,1,10,4,0.48819743,0.51180257,8416.123
1083,10,3,2071.994,1,17,10,0.496868907,0.503131093,2074.994
1084,10,4,1730.19,0,2,10,0.537838672,0.462161328,1730.19
1085,10,5,2771.217,1,68,70,0.440162203,0.559837797,2771.217
1086,10,6,2459.204,1,38,40,0.493866471,0.506133529,2462.204
1087,10,7,2078.841,1,70,52,0.437893721,0.562106279,2078.841
1088,10,8,2362.94,1,10,8,0.474107495,0.525892505,2362.94
1089,10,9,2434.135,1,70,61,0.495593319,0.504406681,2434.135
1090,10,10,1757.168,1,6,10,0.601983003,0.398016997,1757.168
1091,10,11,5145.206,1,40,43,0.451060537,0.548939463,5145.206
1092,10,12,1340.961,0,10,16,0.51902834,0.48097166,1342.961
1093,10,13,3698.658,0,10,7,0.542311185,0.457688815,3701.658
1094,10,14,1507.605,0,70,84,0.548158635,0.451841365,1507.605
1095,10,15,1235.475,1,51,40,0.429822355,0.570177645,1235.475
1096,10,16,1457.088,0,24,40,0.575657895,0.424342105,1579.088
1097,10,17,2494.292,1,43,40,0.445139131,0.554860869,2372.292
1098,10,18,2932.98,0,61,70,0.5403306,0.4596694,2932.98
1099,10,19,2451.452,1,16,10,0.448607491,0.551392509,2451.452
1100,10,20,5389.64,1,10,2,0.450799608,0.549200392,5392.64
1101,10,21,2740.613,0,70,77,0.611461237,0.388538763,2743.613
1102,10,22,4739.92,0,37,40,0.632897152,0.367102848,4739.92
1103,10,23,2034.764,0,40,51,0.639739236,0.360260764,2034.764
1104,10,24,2222.526,0,4,10,0.596308017,0.403691983,2222.526
1105,10,25,1637.05,0,10,17,0.559019906,0.440980094,1637.05
1106,10,26,3165.539,1,10,6,0.510153677,0.489846323,3165.539
1107,10,27,2209.962,0,70,68,0.644819929,0.355180071,2212.962
1108,10,28,1653.95,1,93,70,0.508026408,0.491973592,1653.95
1109,10,29,1436.418,1,91,70,0.339808664,0.660191336,1436.418
1110,10,30,1456.691,1,86,70,0.411817465,0.588182535,1456.691
1111,10,31,1329.32,0,70,93,0.575563359,0.424436641,1329.32
1112,10,32,1237.902,0,70,86,0.564832678,0.435167322,1240.902
1113,10,33,4309.021,0,8,10,0.459319055,0.540680945,4309.021
1114,10,34,2360.907,1,40,37,0.537395455,0.462604545,2360.907
1115,10,35,2633.718,1,77,70,0.510369561,0.489630439,2633.718
1116,10,36,2069.533,1,40,24,0.467041065,0.532958935,2069.533
1117,10,37,1541.861,0,40,38,0.628966967,0.371033033,1541.861
1118,10,38,2597.874,1,84,70,0.550336486,0.449663514,2597.874
1119,10,39,2669.501,0,52,70,0.573002374,0.426997626,2669.501
1120,10,40,2336.691,1,88,70,0.500764312,0.499235688,2336.691
1121,10,41,2502.564,0,10,18,0.533039268,0.466960732,2505.564
1122,10,42,3873.099,1,14,10,0.474299005,0.525700995,3876.099
1123,10,43,2825.664,1,40,29,0.51849989,0.48150011,2826.664
1124,10,44,3008.745,1,65,70,0.567675108,0.432324892,3008.745
1125,10,45,1636.23,0,15,10,0.540611932,0.459388068,1636.23
1126,10,46,1155.548,1,56,40,0.368220742,0.631779258,1158.548
1127,10,47,3214.475,0,40,35,0.546708742,0.453291258,3216.475
1128,10,48,3052.139,0,70,88,0.474352986,0.525647014,3055.139
1129,10,49,2458.186,1,19,10,0.444040502,0.555959498,2458.186
1130,10,50,5171.365,0,70,79,0.481810833,0.518189167,5171.365
1131,10,51,3510.092,0,12,10,0.506483942,0.493516058,3512.092
1132,10,52,3211.647,1,18,10,0.39631101,0.60368899,3214.647
1133,10,53,1058.044,1,79,70,0.360965238,0.639034762,1061.044
1134,10,54,5221.032,0,34,40,0.593222875,0.406777125,5223.032
1135,10,55,3255.794,1,46,40,0.504228745,0.495771255,3255.794
1136,10,56,1430.463,0,26,40,0.587769413,0.412230587,1430.463
1137,10,57,1610.642,0,10,19,0.569650301,0.430349699,1612.642
1138,10,58,2074.197,1,54,70,0.433406541,0.566593459,2074.197
1139,10,59,1262.237,1,70,47,0.294055534,0.705944466,1262.237
1140,10,60,2945.857,0,35,40,0.559829453,0.440170547,2948.857
1141,10,61,7351.654,1,10,5,0.524064103,0.475935897,7354.654
1142,10,62,2482.427,0,49,70,0.555006041,0.444993959,2485.427
1143,10,63,1291.324,0,40,54,0.573522549,0.426477451,1294.324
1144,10,64,2356.395,1,70,58,0.467492726,0.532507274,2359.395
1145,10,65,1330.587,0,54,40,0.551248812,0.448751188,1332.587
1146,10,66,2264.505,1,70,54,0.447187548,0.552812452,2267.505
1147,10,67,2100.158,1,40,26,0.440180796,0.559819204,2100.158
1148,10,68,1496.276,0,10,14,0.4990024,0.5009976,1496.276
1149,10,69,3162.217,0,58,70,0.536208734,0.463791266,3165.217
1150,10,70,1574.379,0,10,12,0.642291925,0.357708075,1574.379
1151,10,71,2115.252,1,70,49,0.405995132,0.594004868,2118.252
1152,10,72,2816.294,0,47,70,0.578617909,0.421382091,2819.294
1153,10,73,2438.37,1,70,65,0.401004354,0.598995646,2441.37
1154,10,74,1997.502,0,40,56,0.649088079,0.350911921,2000.502
1155,10,75,1385.691,0,40,46,0.548890927,0.451109073,1387.691
1156,10,76,5441.257,1,10,15,0.394911555,0.605088445,5444.257
1157,10,77,3678.106,1,40,34,0.471688889,0.528311111,3678.106
1158,10,78,2843.507,0,5,10,0.57812881,0.42187119,2843.507
1159,10,79,1709.499,0,29,40,0.667253907,0.332746093,1709.499
1160,10,80,3448.474,1,10,13,0.506082293,0.493917707,3448.474
1161,10,81,2001.147,1,10,0,0.416344881,0.583655119,2003.147
1162,10,82,2892.033,0,40,48,0.624874742,0.375125258,2895.033
1163,10,83,1321.444,1,75,70,0.430521947,0.569478053,1321.444
1164,10,84,2314.263,0,63,70,0.541700705,0.458299295,2317.263
1165,10,85,6228.2,0,50,40,0.419729704,0.580270296,6230.2
1166,10,86,1066.489,1,40,32,0.40150156,0.59849844,1068.489
1167,10,87,1764.032,1,53,40,0.478202998,0.521797002,1767.032
1168,10,88,1403.79,0,40,50,0.631785839,0.368214161,1406.79
1169,10,89,1236.143,0,48,40,0.611021488,0.388978512,1239.143
1170,10,90,1200.47,1,40,30,0.342153065,0.657846935,1200.47
1171,10,91,1443.762,0,40,53,0.632027955,0.367972045,1445.762
1172,10,92,1816.375,1,42,40,0.518044958,0.481955042,1818.375
1173,10,93,2130.63,1,10,1,0.455092964,0.544907036,2133.63
1174,10,94,6347.843,0,56,70,0.585433547,0.414566453,6347.843
1175,10,95,2640.37,0,40,45,0.524147699,0.475852301,2640.37
1176,10,96,2216.961,1,20,10,0.457421289,0.542578711,2218.961
1177,10,97,1285.889,0,1,10,0.477069011,0.522930989,1288.889
1178,10,98,1833.967,1,70,56,0.503118487,0.496881513,1833.967
1179,10,99,2042.111,1,32,40,0.461325241,0.538674759,2044.111
1180,10,100,1562.155,0,9,10,0.605212629,0.394787371,1562.155
1181,10,101,1721.177,0,3,10,0.562187697,0.437812303,1721.177
1182,10,102,1232.152,0,11,10,0.586760788,0.413239212,1234.152
1183,10,103,3342.02,0,72,70,0.60299191,0.39700809,3345.02
1184,10,104,1865.652,0,0,10,0.595213669,0.404786331,1867.652
1185,10,105,4279.312,0,10,11,0.48158845,0.51841155,4282.312
1186,10,106,2332.379,1,45,40,0.458051566,0.541948434,2332.379
1187,10,107,2874.983,0,10,9,0.510351951,0.489648049,2874.983
1188,10,108,2588.425,1,10,3,0.428051091,0.571948909,2588.425
1189,10,109,1532.4,1,40,42,0.530640669,0.469359331,1532.4
1190,10,110,1241.75,0,10,20,0.585125628,0.414874372,1243.75
1191,10,111,4626.554,0,13,10,0.562090249,0.437909751,4626.554
1192,10,112,1099.336,1,82,70,0.304807246,0.695192754,1102.336
1193,10,113,1693.148,0,27,40,0.546087665,0.453912335,1693.148
1194,10,114,1188.2,1,40,27,0.296521574,0.703478426,1188.2
1195,10,115,2188.882,0,30,40,0.504535372,0.495464628,2191.882
1196,10,116,1153.027,0,70,82,0.652257257,0.347742743,1156.027
1197,10,117,3372.397,0,70,75,0.500658155,0.499341845,3372.397
1198,10,118,2141.581,1,70,72,0.173116778,0.826883222,2143.581
1199,10,119,1306.07,1,70,63,0.290384615,0.709615385,1439.07
1200,11,0,7205.983,0,70,91,0.597736067,0.402263933,7205.983
1201,11,1,19998.593,0,7,10,0.515491366,0.484508634,19998.593
1202,11,2,7137.775,1,10,4,0.463651254,0.536348746,7137.775
1203,11,3,25257.305,0,17,10,0.324249871,0.675750129,25257.305
1204,11,4,3362.208,0,2,10,0.631467994,0.368532006,3362.208
1205,11,5,7017.678,0,68,70,0.678824709,0.321175291,7017.678
1206,11,6,6164.984,1,38,40,0.674659935,0.325340065,6164.984
1207,11,7,5119.36,1,70,52,0.538330494,0.461669506,5342.36
1208,11,8,2237.529,0,10,8,0.610564554,0.389435446,2014.529
1209,11,9,6762.067,0,70,61,0.459373846,0.540626154,6762.067
1210,11,10,2311.99,0,6,10,0.74816861,0.25183139,2311.99
1211,11,11,5385.946,0,40,43,0.476893452,0.523106548,5385.946
1212,11,12,5013.436,0,10,16,0.533139184,0.466860816,5013.436
1213,11,13,10141.241,1,10,7,0.748027444,0.251972556,10141.241
1214,11,14,1752.273,0,70,84,0.654052246,0.345947754,1752.273
1215,11,15,2370.396,1,51,40,0.494070223,0.505929777,2370.396
1216,11,16,2708.692,0,24,40,0.791759196,0.208240804,2708.692
1217,11,17,10099.824,1,43,40,0.53149179,0.46850821,10099.824
1218,11,18,4645.418,0,61,70,0.598776787,0.401223213,4645.418
1219,11,19,12998.986,1,16,10,0.515511809,0.484488191,12998.986
1220,11,20,5211.954,0,10,2,0.553356121,0.446643879,5211.954
1221,11,21,3743.349,0,70,77,0.599926323,0.400073677,3743.349
1222,11,22,3109.717,0,37,40,0.542657561,0.457342439,3109.717
1223,11,23,3173.591,0,40,51,0.449167103,0.550832897,3173.591
1224,11,24,1860.656,0,4,10,0.570469733,0.429530267,1860.656
1225,11,25,2084.243,0,10,17,0.751624392,0.248375608,2084.243
1226,11,26,3787.501,1,10,6,0.508602459,0.491397541,3787.501
1227,11,27,6420.634,0,70,68,0.51661116,0.48338884,6420.634
1228,11,28,4208.008,1,93,70,0.521302213,0.478697787,4208.008
1229,11,29,2605.177,1,91,70,0.53646435,0.46353565,2605.177
1230,11,30,2968.402,1,86,70,0.475003317,0.524996683,2968.402
1231,11,31,1895.45,0,70,93,0.524903757,0.475096243,1895.45
1232,11,32,1802.158,0,70,86,0.607468743,0.392531257,1802.158
1233,11,33,1937.962,0,8,10,0.660016862,0.339983138,1937.962
1234,11,34,5061.215,0,40,37,0.536748664,0.463251336,5061.215
1235,11,35,3229.779,1,77,70,0.542164442,0.457835558,3229.779
1236,11,36,2795.056,1,40,24,0.626264724,0.373735276,2795.056
1237,11,37,1881.78,0,40,38,0.553456734,0.446543266,1881.78
1238,11,38,3240.899,1,84,70,0.438806902,0.561193098,3240.899
1239,11,39,4477.226,0,52,70,0.717318199,0.282681801,4477.226
1240,11,40,2687.762,1,88,70,0.453384173,0.546615827,2687.762
1241,11,41,2689.618,0,10,18,0.754717279,0.245282721,2689.618
1242,11,42,1769.454,0,14,10,0.650912694,0.349087306,1769.454
1243,11,43,4536.286,0,40,29,0.710584364,0.289415636,4536.286
1244,11,44,2743.343,1,65,70,0.475082993,0.524917007,2743.343
1245,11,45,2843.907,1,15,10,0.456773673,0.543226327,2843.907
1246,11,46,7210.607,1,56,40,0.280494278,0.719505722,7210.607
1247,11,47,8377.961,1,40,35,0.353462664,0.646537336,8377.961
1248,11,48,3886.863,0,70,88,0.584713098,0.415286902,3886.863
1249,11,49,1763.849,0,19,10,0.670836295,0.329163705,1763.849
1250,11,50,7303.895,1,70,79,0.455717202,0.544282798,7303.895
1251,11,51,3534.082,1,12,10,0.533079509,0.466920491,3534.082
1252,11,52,2148.839,1,18,10,0.51802847,0.48197153,2148.839
1253,11,53,2791.337,1,79,70,0.552500539,0.447499461,2791.337
1254,11,54,2028.795,0,34,40,0.693099295,0.306900705,2028.795
1255,11,55,3088.72,1,46,40,0.588602654,0.411397346,3234.72
1256,11,56,4853.714,0,26,40,0.597277119,0.402722881,4958.714
1257,11,57,1864.535,0,10,19,0.682684293,0.317315707,1613.535
1258,11,58,2078.99,0,54,70,0.734210512,0.265789488,2078.99
1259,11,59,7112.402,1,70,47,0.234715631,0.765284369,7112.402
1260,11,60,5146.265,0,35,40,0.722558148,0.277441852,5146.265
1261,11,61,3957.137,1,10,5,0.393551229,0.606448771,3957.137
1262,11,62,5605.633,0,49,70,0.533700446,0.466299554,5605.633
1263,11,63,3858.917,0,40,54,0.704724169,0.295275831,3858.917
1264,11,64,3866.477,1,70,58,0.513738138,0.486261862,3866.477
1265,11,65,10090.541,0,54,40,0.686714884,0.313285116,10350.541
1266,11,66,4324.304,1,70,54,0.421720422,0.578279578,4064.304
1267,11,67,21413.362,1,40,26,0.489046562,0.510953438,21413.362
1268,11,68,6232.021,0,10,14,0.523997225,0.476002775,6232.021
1269,11,69,1966.864,0,58,70,0.516582679,0.483417321,1966.864
1270,11,70,2071.327,0,10,12,0.718604651,0.281395349,2547.327
1271,11,71,2515.235,1,70,49,0.178749616,0.821250384,2039.235
1272,11,72,7100.414,0,47,70,0.487044095,0.512955905,7100.414
1273,11,73,2024.837,0,70,65,0.687749502,0.312250498,2024.837
1274,11,74,13906.224,0,40,56,0.452145215,0.547854785,14305.224
1275,11,75,3782.858,1,40,46,0.629459038,0.370540962,3383.858
1276,11,76,2844.036,0,10,15,0.828654573,0.171345427,2844.036
1277,11,77,3896.436,0,40,34,0.695556771,0.304443229,3896.436
1278,11,78,9063.275,0,5,10,0.47326849,0.52673151,9063.275
1279,11,79,9224.087,0,29,40,0.642438871,0.357561129,9224.087
1280,11,80,5934.043,0,10,13,0.694132911,0.305867089,5934.043
1281,11,81,5620.092,1,10,0,0.292609994,0.707390006,5620.092
1282,11,82,4725.86,0,40,48,0.629897534,0.370102466,4725.86
1283,11,83,2458.088,0,75,70,0.648752483,0.351247517,2458.088
1284,11,84,4713.656,0,63,70,0.420409366,0.579590634,4713.656
1285,11,85,5889.694,0,50,40,0.520121292,0.479878708,5889.694
1286,11,86,7370.666,1,40,32,0.513180899,0.486819101,7370.666
1287,11,87,4335.509,1,53,40,0.60558,0.39442,4335.509
1288,11,88,6086.482,0,40,50,0.603491272,0.396508728,6309.482
1289,11,89,7796.757,1,48,40,0.66299169,0.33700831,7573.757
1290,11,90,2339.991,1,40,30,0.479840886,0.520159114,2339.991
1291,11,91,17110.889,1,40,53,0.497162092,0.502837908,17110.889
1292,11,92,3283.169,1,42,40,0.491750141,0.508249859,3283.169
1293,11,93,8189.443,1,10,1,0.67283426,0.32716574,8189.443
1294,11,94,9023.685,0,56,70,0.752917421,0.247082579,9023.685
1295,11,95,2890.884,0,40,45,0.818018236,0.181981764,2890.884
1296,11,96,2341.412,1,20,10,0.550971415,0.449028585,2341.412
1297,11,97,1701.515,0,1,10,0.468403125,0.531596875,1701.515
1298,11,98,5335.534,1,70,56,0.617535069,0.382464931,5335.534
1299,11,99,3426.286,1,32,40,0.520339615,0.479660385,3426.286
1300,11,100,1762.008,0,9,10,0.537313433,0.462686567,1982.008
1301,11,101,1917.575,0,3,10,0.630060528,0.369939472,1697.575
1302,11,102,4289.202,0,11,10,0.60055264,0.39944736,4289.202
1303,11,103,5466.972,1,72,70,0.517389847,0.482610153,5466.972
1304,11,104,5389.663,0,0,10,0.613625084,0.386374916,5389.663
1305,11,105,5505.255,0,10,11,0.588620485,0.411379515,5505.255
1306,11,106,7281.303,1,45,40,0.742727201,0.257272799,7281.303
1307,11,107,3460.741,0,10,9,0.852672235,0.147327765,3460.741
1308,11,108,2174.413,0,10,3,0.678929168,0.321070832,2174.413
1309,11,109,5571.987,0,40,42,0.578567687,0.421432313,5571.987
1310,11,110,2261.369,0,10,20,0.758559903,0.241440097,2261.369
1311,11,111,2294.443,0,13,10,0.705648327,0.294351673,2294.443
1312,11,112,6211.309,1,82,70,0.578781223,0.421218777,6211.309
1313,11,113,3827.236,0,27,40,0.689943489,0.310056511,3827.236
1314,11,114,5168.678,1,40,27,0.563127657,0.436872343,5168.678
1315,11,115,6455.771,0,30,40,0.623351485,0.376648515,6455.771
1316,11,116,5957.186,1,70,82,0.440373914,0.559626086,5957.186
1317,11,117,3704.989,1,70,75,0.508273129,0.491726871,3704.989
1318,11,118,4106.09,1,70,72,0.527488495,0.472511505,4106.09
1319,11,119,2312.514,1,70,63,0.446104589,0.553895411,2312.514
1320,12,0,4133.502,0,70,91,0.626281804,0.373718196,4133.502
1321,12,1,2344.901,0,7,10,0.464578994,0.535421006,2344.901
1322,12,2,4172.514,0,10,4,0.602348993,0.397651007,4311.514
1323,12,3,2683.681,1,17,10,0.350049164,0.649950836,2971.681
1324,12,4,2372.649,0,2,10,0.537429413,0.462570587,1945.649
1325,12,5,2718.971,1,68,70,0.491967149,0.508032851,2718.971
1326,12,6,2275.609,0,38,40,0.511018748,0.488981252,2275.609
1327,12,7,3663.207,1,70,52,0.490149088,0.509850912,3663.207
1328,12,8,4535.443,0,10,8,0.509784736,0.490215264,4711.443
1329,12,9,3811.3,1,70,61,0.466460409,0.533539591,3635.3
1330,12,10,1867.991,0,6,10,0.556201464,0.443798536,1867.991
1331,12,11,3144.909,0,40,43,0.390929053,0.609070947,3144.909
1332,12,12,1893.776,0,10,16,0.572990071,0.427009929,1893.776
1333,12,13,1612.25,0,10,7,0.501517586,0.498482414,1612.25
1334,12,14,3018.789,0,70,84,0.648767863,0.351232137,3018.789
1335,12,15,3229.221,0,51,40,0.465408062,0.534591938,3229.221
1336,12,16,2085.74,0,24,40,0.668310074,0.331689926,2085.74
1337,12,17,3047.369,0,43,40,0.445391226,0.554608774,3047.369
1338,12,18,2189.348,0,61,70,0.504794001,0.495205999,2189.348
1339,12,19,2105.953,0,16,10,0.431802437,0.568197563,2105.953
1340,12,20,2914.924,0,10,2,0.516753738,0.483246262,2914.924
1341,12,21,2821.451,0,70,77,0.553097345,0.446902655,3068.451
1342,12,22,1907.541,0,37,40,0.43359363,0.56640637,1660.541
1343,12,23,2266.263,0,40,51,0.503363181,0.496636819,2266.263
1344,12,24,1622.718,0,4,10,0.684870639,0.315129361,1622.718
1345,12,25,1739.322,0,10,17,0.475460305,0.524539695,1739.322
1346,12,26,1307.09,0,10,6,0.554787393,0.445212607,1307.09
1347,12,27,2422.374,1,70,68,0.394366197,0.605633803,2705.374
1348,12,28,1741.762,1,93,70,0.301625625,0.698374375,1458.762
1349,12,29,2127.148,1,91,70,0.46376252,0.53623748,2127.148
