,subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1,RT
1727,15,47,3316.936,0,80,75,0.6455210775118572,0.3544789224881429,3316.9359999999997
1728,15,48,3882.113,1,110,128,0.4831955770952194,0.5168044229047807,3882.1129999999994
1729,15,49,6059.312,0,59,50,0.5032946288400072,0.4967053711599928,6059.312
1730,15,50,2162.938,1,110,119,0.5050996876300872,0.4949003123699127,2162.938
1731,15,51,2865.913,1,52,50,0.5737150087701296,0.42628499122987035,2865.913
1732,15,52,5206.444,1,58,50,0.5708594960482987,0.4291405039517014,5206.444
1733,15,53,2973.926,0,119,110,0.6781442922478246,0.3218557077521753,2973.9260000000004
1734,15,54,2883.09,1,74,80,0.6262125103668494,0.3737874896331505,2883.09
1735,15,55,4685.692,1,86,80,0.4426567186091823,0.5573432813908177,4685.692
1736,15,56,3041.92,1,66,80,0.6022133110396327,0.3977866889603673,3041.92
1737,15,57,1800.668,1,50,59,0.5210006346022767,0.47899936539772325,1800.668
1738,15,58,1763.589,1,94,110,0.5087822610565627,0.4912177389434373,1763.589
1739,15,59,2315.861,0,110,87,0.556475949742172,0.44352405025782804,2315.861
1740,15,60,2945.51,0,75,80,0.6745286245594075,0.32547137544059246,2945.51
1741,15,61,2771.265,0,50,45,0.6937816983788787,0.3062183016211213,2771.265
1742,15,62,4139.096,1,89,110,0.44212218649517687,0.5578778135048231,4446.096
1743,15,63,2622.048,0,80,94,0.6457956811262661,0.354204318873734,2315.048
1744,15,64,3390.561,0,110,98,0.6957700191373409,0.304229980862659,3390.5609999999997
1745,15,65,2481.136,0,94,80,0.6452110552941218,0.3547889447058782,2481.136
1746,15,66,6369.557,1,110,94,0.6124143943615127,0.3875856056384873,6369.557
1747,15,67,2528.916,1,80,66,0.6194685593308331,0.38053144066916694,2528.916
1748,15,68,3756.866,1,50,54,0.535312845696853,0.464687154303147,3756.866
1749,15,69,4616.184,0,98,110,0.7046151478847696,0.2953848521152303,4616.184
1750,15,70,1577.296,1,50,52,0.47483248578287485,0.5251675142171252,1577.296
1751,15,71,1761.881,1,110,89,0.4667456643400493,0.5332543356599506,1761.8810000000003
1752,15,72,3794.42,1,87,110,0.5139843052224176,0.48601569477758244,3794.42
1753,15,73,2456.939,1,110,105,0.49270112192341736,0.5072988780765826,2456.9390000000003
1754,15,74,3026.124000000001,1,80,96,0.5097674577555138,0.4902325422444862,3026.1240000000003
1755,15,75,2286.223,1,80,86,0.5225451924600504,0.4774548075399497,2286.223
1756,15,76,7993.306,1,50,55,0.23586329289088892,0.7641367071091111,7993.306
1757,15,77,5194.652,1,80,74,0.4700994949857398,0.5299005050142602,5194.652
1758,15,78,2514.565,1,45,50,0.507454867042062,0.492545132957938,2514.565
1759,15,79,2769.315,1,69,80,0.700787308329205,0.299212691670795,2769.315
1760,15,80,2780.69,0,50,53,0.6199474184279713,0.38005258157202876,2780.69
1761,15,81,1750.4589999999994,0,50,40,0.6713349697874385,0.32866503021256155,1750.4589999999998
1762,15,82,1840.353,1,80,88,0.4230570782299153,0.5769429217700848,1840.3529999999996
1763,15,83,3000.427,0,115,110,0.6792337547162991,0.3207662452837009,3000.427
1764,15,84,4711.282,1,103,110,0.6091129041745148,0.39088709582548525,4711.282
1765,15,85,6119.472,0,90,80,0.5692910970611802,0.43070890293881975,6119.472
1766,15,86,6086.816999999999,1,80,72,0.3188455489482921,0.6811544510517079,6086.816999999999
1767,15,87,2073.7,0,93,80,0.5932096494455248,0.40679035055447527,2073.7
1768,15,88,1919.815,1,80,90,0.603326739137164,0.39667326086283605,1919.815
1769,15,89,1859.665,0,88,80,0.6784876056971996,0.3215123943028004,1859.665
1770,15,90,3829.803,1,80,70,0.508118109357804,0.491881890642196,3829.803
1771,15,91,2262.893,1,80,93,0.4259834520333498,0.5740165479666502,2262.893
1772,15,92,2561.397,0,82,80,0.630739758490094,0.369260241509906,2561.397
1773,15,93,2966.97,0,50,41,0.5064610953627615,0.49353890463723843,2966.97
1774,15,94,1997.931,1,96,110,0.5607058055273968,0.4392941944726032,1997.931
1775,15,95,2338.831,1,80,85,0.6621266755776734,0.33787332442232665,2338.831
1776,15,96,5661.196,0,60,50,0.6407788954348563,0.3592211045651437,5661.196
1777,15,97,2959.739,1,41,50,0.5370814222003627,0.46291857779963724,2959.739
1778,15,98,2422.732,0,110,96,0.6743251109355857,0.3256748890644144,2425.732
1779,15,99,3826.993,1,72,80,0.6262253491777596,0.37377465082224043,3826.993
1780,15,100,1758.854,1,49,50,0.47223049793121014,0.5277695020687899,1758.8539999999998
1781,15,101,3028.583,1,43,50,0.6769458010438689,0.32305419895613113,3028.583
1782,15,102,2697.3740000000007,1,51,50,0.616466817287112,0.38353318271288805,2697.3740000000003
1783,15,103,4102.764,1,112,110,0.4048320756550183,0.5951679243449817,4102.764
1784,15,104,1756.352,1,40,50,0.5351631421322118,0.46483685786778806,1756.3520000000003
1785,15,105,2397.228,1,50,51,0.6497570281017698,0.3502429718982302,2397.228
1786,15,106,2173.729,0,85,80,0.6548867001962088,0.34511329980379124,2173.729
1787,15,107,3967.911,0,50,49,0.5514449268707098,0.4485550731292902,3967.9109999999996
1788,15,108,3741.914,0,50,43,0.5708580094646538,0.4291419905353462,3741.914
1789,15,109,3889.217,1,80,82,0.6167159096815511,0.38328409031844896,3889.217
1790,15,110,1520.499,1,50,60,0.5023665834485501,0.49763341655145,1520.4989999999998
1791,15,111,1762.876,1,53,50,0.4558643981797136,0.5441356018202863,1765.8760000000002
1792,15,112,1924.224,0,122,110,0.6387998466742206,0.3612001533257794,1924.2239999999997
1793,15,113,3361.83,1,67,80,0.6721156338718796,0.32788436612812044,3361.83
1794,15,114,3701.003,0,80,67,0.5360275196149876,0.46397248038501243,3701.0029999999997
1795,15,115,1737.534,1,70,80,0.5026935465602399,0.4973064534397601,1737.5339999999999
1796,15,116,1580.1470000000006,1,110,122,0.49611642570412634,0.5038835742958736,1580.1470000000004
1797,15,117,3868.655,1,110,115,0.5363145682763888,0.4636854317236112,3868.655
1798,15,118,4961.902,1,110,112,0.4296133777352229,0.5703866222647771,4961.902
1799,15,119,1960.82,1,110,103,0.5210230596858408,0.4789769403141592,1960.8199999999997
1800,16,0,2008.781,1,110,131,0.45041027188459376,0.5495897281154063,2008.781
1801,16,1,2586.882,0,47,50,0.604147203904192,0.39585279609580803,2586.882
1802,16,2,3858.222,1,50,44,0.7288439435123722,0.27115605648762775,3858.222
1803,16,3,2024.535,0,57,50,0.6390715997216009,0.36092840027839906,2024.5349999999999
1804,16,4,2895.813,1,42,50,0.46963873943120676,0.5303612605687933,3099.813
1805,16,5,2284.07,0,108,110,0.6005946481665014,0.3994053518334985,2313.07
1806,16,6,1841.979,1,78,80,0.31324212435339427,0.6867578756466057,1608.979
1807,16,7,2076.77,0,110,92,0.6662741515601155,0.33372584843988445,2076.77
1808,16,8,3061.948,0,50,48,0.548559233081803,0.451440766918197,3061.948
1809,16,9,2374.73,0,110,101,0.7049419889888445,0.2950580110111554,2374.73
1810,16,10,3362.285,1,46,50,0.37637897469175857,0.6236210253082414,3561.285
