,subject,trial,choice,rt,item_value_0,item_value_1,gaze_0,gaze_1
36,8,36,1,8494.599,53,69,0.480035029,0.519964971
38,8,38,1,3992.917,9,23,0.426999325,0.573000675
40,8,40,0,2798.97,5,23,0.536844882,0.463155118
42,8,42,0,1877.844,79,83,0.5713884370000001,0.428611563
44,8,44,0,2248.897,28,23,0.649506619,0.350493381
46,8,46,1,1535.46,37,53,0.38257202,0.61742798
48,8,48,0,1809.149,23,5,0.5773601629999999,0.422639837
50,8,50,1,2794.365,23,14,0.5379404289999999,0.462059571
52,8,52,1,2131.962,75,83,0.5230421670000001,0.476957833
54,8,54,0,3392.605,59,53,0.581122764,0.41887723600000004
56,8,56,0,2144.74,67,53,0.6265842229999999,0.373415777
58,8,58,0,1571.94,39,23,0.648240568,0.35175943200000004
60,8,60,1,2352.831,58,53,0.5136889139999999,0.486311086
62,8,62,0,2251.397,44,23,0.583454948,0.416545052
64,8,64,1,1704.156,23,35,0.360509554,0.639490446
66,8,66,1,1646.4389999999999,23,39,0.33392721399999997,0.666072786
68,8,68,0,1675.7420000000002,83,79,0.579647464,0.420352536
70,8,70,0,2261.381,83,81,0.625008442,0.37499155799999995
72,8,72,1,3370.842,46,23,0.456185292,0.543814708
74,8,74,0,1909.49,53,37,0.621223226,0.378776774
76,8,76,0,1917.889,83,78,0.655314097,0.34468590299999996
78,8,78,0,2157.019,88,83,0.5739957720000001,0.426004228
80,8,80,0,5953.334,83,80,0.67531792,0.32468208
82,8,82,0,1597.207,53,45,0.607149872,0.39285012799999997
84,8,84,0,1568.646,30,23,0.646469021,0.35353097899999997
86,8,86,0,1487.0910000000001,53,61,0.639019687,0.360980313
88,8,88,0,1482.4920000000002,53,43,0.547732222,0.45226777799999995
90,8,90,1,1489.4360000000001,53,63,0.334763922,0.665236078
92,8,92,0,1681.695,51,53,0.615032025,0.384967975
94,8,94,0,1608.1589999999999,37,23,0.627206704,0.372793296
96,8,96,1,2440.471,73,83,0.503393389,0.49660661100000003
98,8,98,0,2015.8229999999999,23,37,0.674386692,0.325613308
100,8,100,0,1834.646,84,83,0.6979786579999999,0.30202134199999997
102,8,102,0,1792.779,82,83,0.650536355,0.349463645
104,8,104,0,1792.024,93,83,0.69892882,0.30107118
106,8,106,0,1853.6789999999999,48,53,0.7256043590000001,0.274395641
108,8,108,0,1255.339,83,90,0.654826582,0.34517341799999995
110,8,110,0,1549.129,83,73,0.6773572290000001,0.322642771
112,8,112,1,1726.535,11,23,0.503316392,0.49668360799999994
114,8,114,1,1661.2679999999998,53,66,0.413125409,0.5868745910000001
116,8,116,0,1570.601,23,11,0.690766775,0.309233225
118,8,118,0,1724.6970000000001,23,21,0.6251540489999999,0.374845951
0,9,0,0,1934.475,23,2,0.624260355,0.375739645
2,9,2,1,1175.848,83,89,0.44237102100000003,0.557628979
4,9,4,1,1396.51,91,83,0.39877300600000004,0.601226994
6,9,6,1,1308.2939999999999,55,53,0.444305382,0.555694618
8,9,8,0,1449.9360000000001,83,85,0.424528302,0.575471698
10,9,10,0,1717.17,87,83,0.645259939,0.354740061
12,9,12,0,1352.932,83,77,0.485961123,0.5140388770000001
14,9,14,1,1333.7579999999998,23,9,0.507281553,0.492718447
16,9,16,0,1991.731,69,53,0.529600804,0.470399196
18,9,18,1,1295.232,32,23,0.45274725299999996,0.547252747
20,9,20,1,1705.955,83,91,0.5236477589999999,0.476352241
22,9,22,0,1166.65,56,53,0.323846421,0.6761535790000001
24,9,24,0,1589.229,89,83,0.606722689,0.393277311
26,9,26,1,1508.455,83,87,0.486315789,0.5136842110000001
28,9,28,1,1218.214,0,23,0.456087147,0.5439128529999999
30,9,30,1,2072.901,7,23,0.417307692,0.5826923079999999
32,9,32,0,2318.618,23,7,0.701870187,0.298129813
34,9,34,0,2210.3979999999997,53,56,0.62077597,0.37922403
36,9,36,1,2040.86,53,69,0.602272727,0.397727273
38,9,38,1,1529.7979999999998,9,23,0.606666667,0.39333333299999995
40,9,40,0,1300.872,5,23,0.485955056,0.514044944
42,9,42,0,1106.469,79,83,0.619637863,0.38036213700000004
44,9,44,1,2228.3,28,23,0.617021277,0.38297872299999997
46,9,46,1,1249.481,37,53,0.438256659,0.561743341
48,9,48,0,1595.585,23,5,0.514869888,0.485130112
50,9,50,1,1511.851,23,14,0.47972973,0.52027027
52,9,52,1,2066.95,75,83,0.354399009,0.645600991
54,9,54,1,1867.2879999999998,59,53,0.518737673,0.48126232700000005
56,9,56,0,1946.0739999999998,67,53,0.43725490200000006,0.5627450979999999
58,9,58,1,1381.1589999999999,39,23,0.414110429,0.585889571
60,9,60,0,1265.693,58,53,0.298932384,0.7010676159999999
62,9,62,0,1339.931,44,23,0.587020649,0.412979351
64,9,64,1,1844.011,23,35,0.464143426,0.535856574
66,9,66,1,1799.8120000000001,23,39,0.47689464,0.52310536
68,9,68,1,1205.468,83,79,0.5792079210000001,0.420792079
70,9,70,1,1908.069,83,81,0.543925234,0.456074766
72,9,72,0,1372.099,46,23,0.572243346,0.42775665399999996
74,9,74,0,4213.558,53,37,0.402105263,0.5978947370000001
76,9,76,0,1551.521,83,78,0.38783270000000003,0.6121673000000001
78,9,78,1,1877.203,88,83,0.404371585,0.595628415
80,9,80,0,2098.8160000000003,83,80,0.5703918720000001,0.429608128
82,9,82,1,1462.63,53,45,0.458695652,0.5413043479999999
84,9,84,0,1124.838,30,23,0.38790932,0.61209068
86,9,86,1,2128.403,53,61,0.264173703,0.735826297
88,9,88,0,1761.884,53,43,0.439271255,0.560728745
90,9,90,1,1354.152,53,63,0.405405405,0.594594595
92,9,92,1,1141.4560000000001,51,53,0.445378151,0.554621849
94,9,94,0,1688.372,37,23,0.5663117129999999,0.433688287
96,9,96,1,1166.344,73,83,0.34328358200000003,0.656716418
98,9,98,0,4314.135,23,37,0.732954545,0.267045455
100,9,100,0,1795.056,84,83,0.631147541,0.36885245899999997
102,9,102,1,1424.6729999999998,82,83,0.374538745,0.625461255
104,9,104,0,1865.355,93,83,0.623718887,0.37628111299999994
106,9,106,1,2118.678,48,53,0.348600509,0.651399491
108,9,108,1,2304.968,83,90,0.590755898,0.40924410200000005
110,9,110,0,1629.369,83,73,0.616144975,0.383855025
112,9,112,1,1199.066,11,23,0.285285285,0.714714715
114,9,114,1,1306.924,53,66,0.43009605100000003,0.569903949
116,9,116,1,1602.2220000000002,23,11,0.628774423,0.37122557700000003
118,9,118,1,2489.889,23,21,0.48757764,0.51242236
0,10,0,0,3736.991,23,2,0.442528992,0.5574710079999999
2,10,2,1,8416.123,83,89,0.48819743,0.51180257
4,10,4,0,1730.19,91,83,0.537838672,0.462161328
6,10,6,1,2459.2039999999997,55,53,0.49386647100000003,0.506133529
8,10,8,1,2362.94,83,85,0.474107495,0.525892505
10,10,10,1,1757.168,87,83,0.601983003,0.39801699700000004
12,10,12,0,1340.961,83,77,0.51902834,0.48097166
14,10,14,0,1507.605,23,9,0.548158635,0.451841365
16,10,16,0,1457.088,69,53,0.575657895,0.424342105
18,10,18,0,2932.98,32,23,0.5403306,0.45966940000000006
20,10,20,1,5389.64,83,91,0.45079960799999996,0.549200392
22,10,22,0,4739.92,56,53,0.6328971520000001,0.367102848
24,10,24,0,2222.526,89,83,0.596308017,0.403691983
26,10,26,1,3165.539,83,87,0.510153677,0.489846323
28,10,28,1,1653.95,0,23,0.508026408,0.491973592
30,10,30,1,1456.691,7,23,0.411817465,0.588182535
32,10,32,0,1237.902,23,7,0.5648326779999999,0.435167322
34,10,34,1,2360.907,53,56,0.537395455,0.462604545
36,10,36,1,2069.533,53,69,0.467041065,0.532958935
38,10,38,1,2597.874,9,23,0.5503364860000001,0.449663514
40,10,40,1,2336.6910000000003,5,23,0.500764312,0.49923568799999996
42,10,42,1,3873.099,79,83,0.474299005,0.525700995
44,10,44,1,3008.745,28,23,0.567675108,0.432324892
46,10,46,1,1155.548,37,53,0.36822074200000005,0.631779258
48,10,48,0,3052.139,23,5,0.47435298600000003,0.525647014
50,10,50,0,5171.365,23,14,0.481810833,0.5181891670000001
52,10,52,1,3211.647,75,83,0.39631101,0.60368899
54,10,54,0,5221.032,59,53,0.593222875,0.406777125
56,10,56,0,1430.463,67,53,0.587769413,0.41223058700000004
58,10,58,1,2074.197,39,23,0.43340654100000003,0.566593459
60,10,60,0,2945.857,58,53,0.559829453,0.440170547
62,10,62,0,2482.427,44,23,0.5550060410000001,0.444993959
64,10,64,1,2356.395,23,35,0.467492726,0.532507274
66,10,66,1,2264.505,23,39,0.447187548,0.5528124520000001
68,10,68,0,1496.276,83,79,0.4990024,0.5009975999999999
70,10,70,0,1574.379,83,81,0.642291925,0.357708075
72,10,72,0,2816.2940000000003,46,23,0.578617909,0.421382091
74,10,74,0,1997.5020000000002,53,37,0.649088079,0.350911921
76,10,76,1,5441.257,83,78,0.394911555,0.605088445
78,10,78,0,2843.507,88,83,0.57812881,0.42187119
80,10,80,1,3448.474,83,80,0.506082293,0.49391770700000004
82,10,82,0,2892.033,53,45,0.624874742,0.37512525799999996
84,10,84,0,2314.263,30,23,0.541700705,0.458299295
86,10,86,1,1066.489,53,61,0.40150156,0.59849844
88,10,88,0,1403.79,53,43,0.631785839,0.36821416100000004
90,10,90,1,1200.47,53,63,0.342153065,0.657846935
92,10,92,1,1816.375,51,53,0.5180449579999999,0.48195504200000006
94,10,94,0,6347.843000000001,37,23,0.585433547,0.41456645299999995
96,10,96,1,2216.9610000000002,73,83,0.457421289,0.542578711
98,10,98,1,1833.967,23,37,0.5031184870000001,0.496881513
100,10,100,0,1562.155,84,83,0.605212629,0.394787371
102,10,102,0,1232.152,82,83,0.586760788,0.413239212
104,10,104,0,1865.652,93,83,0.595213669,0.404786331
106,10,106,1,2332.379,48,53,0.458051566,0.541948434
108,10,108,1,2588.425,83,90,0.428051091,0.571948909
110,10,110,0,1241.75,83,73,0.585125628,0.41487437200000005
112,10,112,1,1099.336,11,23,0.30480724600000003,0.695192754
114,10,114,1,1188.2,53,66,0.296521574,0.703478426
116,10,116,0,1153.027,23,11,0.652257257,0.34774274299999997
118,10,118,1,2141.581,23,21,0.173116778,0.8268832220000001
0,11,0,0,7205.983,23,2,0.597736067,0.40226393299999996
2,11,2,1,7137.775,83,89,0.463651254,0.536348746
4,11,4,0,3362.208,91,83,0.631467994,0.368532006
6,11,6,1,6164.984,55,53,0.674659935,0.325340065
8,11,8,0,2237.529,83,85,0.610564554,0.389435446
10,11,10,0,2311.99,87,83,0.74816861,0.25183139
12,11,12,0,5013.436,83,77,0.5331391839999999,0.466860816
14,11,14,0,1752.273,23,9,0.654052246,0.345947754
16,11,16,0,2708.692,69,53,0.7917591959999999,0.20824080399999997
18,11,18,0,4645.418,32,23,0.598776787,0.40122321299999997
20,11,20,0,5211.954000000001,83,91,0.553356121,0.44664387899999997
22,11,22,0,3109.717,56,53,0.5426575610000001,0.457342439
24,11,24,0,1860.656,89,83,0.5704697329999999,0.429530267
26,11,26,1,3787.5009999999997,83,87,0.508602459,0.491397541
28,11,28,1,4208.008,0,23,0.521302213,0.47869778700000004
30,11,30,1,2968.402,7,23,0.47500331700000004,0.524996683
32,11,32,0,1802.158,23,7,0.607468743,0.392531257
34,11,34,0,5061.215,53,56,0.536748664,0.463251336
36,11,36,1,2795.0559999999996,53,69,0.626264724,0.373735276
38,11,38,1,3240.8990000000003,9,23,0.43880690200000005,0.561193098
40,11,40,1,2687.762,5,23,0.45338417299999995,0.546615827
42,11,42,0,1769.454,79,83,0.650912694,0.34908730600000004
44,11,44,1,2743.343,28,23,0.47508299299999995,0.524917007
46,11,46,1,7210.607,37,53,0.280494278,0.7195057220000001
48,11,48,0,3886.863,23,5,0.5847130979999999,0.415286902
50,11,50,1,7303.895,23,14,0.45571720200000004,0.544282798
52,11,52,1,2148.839,75,83,0.51802847,0.48197153
54,11,54,0,2028.795,59,53,0.693099295,0.306900705
56,11,56,0,4853.714,67,53,0.597277119,0.40272288100000003
58,11,58,0,2078.99,39,23,0.734210512,0.265789488
60,11,60,0,5146.265,58,53,0.722558148,0.277441852
62,11,62,0,5605.633000000001,44,23,0.533700446,0.466299554
64,11,64,1,3866.4770000000003,23,35,0.513738138,0.48626186200000004
66,11,66,1,4324.304,23,39,0.42172042200000004,0.578279578
68,11,68,0,6232.021,83,79,0.523997225,0.476002775
70,11,70,0,2071.327,83,81,0.7186046509999999,0.28139534899999996
72,11,72,0,7100.414000000001,46,23,0.487044095,0.512955905
74,11,74,0,13906.223999999998,53,37,0.452145215,0.547854785
76,11,76,0,2844.0359999999996,83,78,0.828654573,0.171345427
78,11,78,0,9063.275,88,83,0.47326849,0.52673151
80,11,80,0,5934.043000000001,83,80,0.694132911,0.305867089
82,11,82,0,4725.86,53,45,0.629897534,0.370102466
84,11,84,0,4713.656,30,23,0.420409366,0.579590634
86,11,86,1,7370.666,53,61,0.513180899,0.48681910100000003
88,11,88,0,6086.482,53,43,0.6034912720000001,0.396508728
90,11,90,1,2339.991,53,63,0.479840886,0.520159114
92,11,92,1,3283.1690000000003,51,53,0.49175014100000003,0.508249859
94,11,94,0,9023.685,37,23,0.7529174209999999,0.247082579
96,11,96,1,2341.4120000000003,73,83,0.550971415,0.449028585
98,11,98,1,5335.534000000001,23,37,0.617535069,0.382464931
100,11,100,0,1762.0079999999998,84,83,0.537313433,0.46268656700000005
102,11,102,0,4289.202,82,83,0.60055264,0.39944736
104,11,104,0,5389.6630000000005,93,83,0.6136250839999999,0.386374916
106,11,106,1,7281.303000000001,48,53,0.7427272009999999,0.257272799
108,11,108,0,2174.413,83,90,0.6789291679999999,0.321070832
110,11,110,0,2261.369,83,73,0.758559903,0.241440097
112,11,112,1,6211.309,11,23,0.578781223,0.42121877700000004
114,11,114,1,5168.678,53,66,0.563127657,0.436872343
116,11,116,1,5957.186,23,11,0.440373914,0.559626086
118,11,118,1,4106.09,23,21,0.527488495,0.472511505
0,12,0,0,4133.502,23,2,0.626281804,0.373718196
2,12,2,0,4172.514,83,89,0.602348993,0.39765100700000006
4,12,4,0,2372.649,91,83,0.537429413,0.46257058700000003
6,12,6,0,2275.609,55,53,0.511018748,0.48898125200000003
8,12,8,0,4535.443,83,85,0.509784736,0.490215264
10,12,10,0,1867.991,87,83,0.556201464,0.443798536
12,12,12,0,1893.776,83,77,0.572990071,0.427009929
14,12,14,0,3018.789,23,9,0.648767863,0.35123213700000006
16,12,16,0,2085.74,69,53,0.668310074,0.331689926
18,12,18,0,2189.348,32,23,0.504794001,0.495205999
20,12,20,0,2914.9240000000004,83,91,0.516753738,0.48324626200000004
22,12,22,0,1907.5410000000002,56,53,0.43359363,0.56640637
24,12,24,0,1622.7179999999998,89,83,0.6848706390000001,0.315129361
26,12,26,0,1307.09,83,87,0.554787393,0.44521260700000004
28,12,28,1,1741.7620000000002,0,23,0.301625625,0.698374375
30,12,30,0,1678.1470000000002,7,23,0.647097451,0.352902549
32,12,32,0,3761.125,23,7,0.46066033700000003,0.539339663
34,12,34,0,1835.106,53,56,0.680267834,0.31973216600000004
36,12,36,0,1639.164,53,69,0.66181374,0.33818626
38,12,38,0,1955.912,9,23,0.5147892239999999,0.485210776
40,12,40,1,2394.368,5,23,0.529527567,0.47047243299999997
42,12,42,0,1765.114,79,83,0.625028123,0.374971877
44,12,44,0,2092.026,28,23,0.488452657,0.5115473429999999
46,12,46,0,1931.0410000000002,37,53,0.42913505799999996,0.570864942
48,12,48,0,1245.369,23,5,0.60768374,0.39231626
50,12,50,0,1911.731,23,14,0.630977433,0.369022567
52,12,52,0,1148.135,75,83,0.607378437,0.39262156299999995
54,12,54,0,2217.437,59,53,0.7037304390000001,0.296269561
56,12,56,0,1879.483,67,53,0.457384887,0.542615113
58,12,58,0,2866.3320000000003,39,23,0.488232183,0.5117678170000001
60,12,60,0,1398.0120000000002,58,53,0.496264376,0.5037356239999999
62,12,62,1,4561.14,44,23,0.41029372399999997,0.589706276
64,12,64,1,2467.72,23,35,0.345787598,0.6542124020000001
66,12,66,0,1884.568,23,39,0.554585153,0.445414847
68,12,68,0,1105.443,83,79,0.530299104,0.46970089600000003
70,12,70,0,1173.489,83,81,0.5615598039999999,0.438440196
72,12,72,0,2102.4179999999997,46,23,0.571602304,0.428397696
74,12,74,0,1929.529,53,37,0.47318734799999995,0.526812652
76,12,76,0,1277.845,83,78,0.521796418,0.478203582
78,12,78,0,2538.5660000000003,88,83,0.482341704,0.517658296
80,12,80,0,1864.1,83,80,0.6080579389999999,0.391942061
82,12,82,0,2208.343,53,45,0.562786708,0.43721329200000003
84,12,84,0,1891.715,30,23,0.610616632,0.38938336799999995
86,12,86,0,1766.97,53,61,0.751986666,0.24801333399999997
88,12,88,0,1325.0910000000001,53,43,0.6406140229999999,0.359385977
90,12,90,1,3239.257,53,63,0.560129047,0.43987095299999995
92,12,92,0,1838.701,51,53,0.581684035,0.418315965
94,12,94,0,2209.429,37,23,0.616684105,0.383315895
96,12,96,0,1256.982,73,83,0.5559593039999999,0.444040696
98,12,98,1,2016.06,23,37,0.28001443600000003,0.719985564
100,12,100,0,1502.5320000000002,84,83,0.606413584,0.393586416
102,12,102,0,1307.368,82,83,0.597362291,0.402637709
104,12,104,0,1350.66,93,83,0.684563872,0.315436128
106,12,106,1,1724.1760000000002,48,53,0.45771079200000003,0.542289208
108,12,108,0,1480.7520000000002,83,90,0.6884172129999999,0.31158278699999997
110,12,110,0,1978.654,83,73,0.5870051,0.41299490000000005
112,12,112,1,2075.389,11,23,0.396811213,0.603188787
114,12,114,0,1598.612,53,66,0.614552542,0.38544745799999997
116,12,116,1,1761.099,23,11,0.482470147,0.517529853
118,12,118,0,2288.716,23,21,0.730979453,0.269020547
0,13,0,0,4071.551,23,2,0.579294702,0.42070529799999995
2,13,2,0,5355.137,83,89,0.54885804,0.45114196
4,13,4,0,4265.177,91,83,0.638726179,0.361273821
6,13,6,0,5005.561,55,53,0.41913550299999996,0.580864497
8,13,8,1,6348.57,83,85,0.5047710670000001,0.495228933
10,13,10,0,4763.616,87,83,0.471393276,0.528606724
12,13,12,0,5205.076,83,77,0.444084973,0.5559150270000001
14,13,14,0,5431.334,23,9,0.650805008,0.34919499200000004
16,13,16,0,4469.657,69,53,0.46577381,0.53422619
18,13,18,1,5992.316,32,23,0.5904988320000001,0.40950116799999997
20,13,20,1,4768.77,83,91,0.546536314,0.45346368600000003
22,13,22,0,5691.348000000001,56,53,0.49178160200000004,0.508218398
24,13,24,0,4817.055,89,83,0.574674016,0.425325984
26,13,26,1,5554.286,83,87,0.48751691799999997,0.512483082
28,13,28,0,5996.478,0,23,0.588543617,0.411456383
30,13,30,1,6431.187,7,23,0.483031514,0.516968486
32,13,32,0,6172.81,23,7,0.547077362,0.452922638
34,13,34,0,4500.988,53,56,0.459174842,0.540825158
36,13,36,1,4918.652,53,69,0.524565399,0.475434601
38,13,38,1,5534.829000000001,9,23,0.535405547,0.46459445299999996
40,13,40,1,4088.777,5,23,0.589672803,0.41032719700000003
42,13,42,0,6010.044,79,83,0.59039197,0.40960803
44,13,44,0,5159.719,28,23,0.633391456,0.366608544
46,13,46,1,4705.5109999999995,37,53,0.61394073,0.38605927
48,13,48,0,5491.312,23,5,0.549956814,0.45004318600000004
50,13,50,0,5587.143,23,14,0.491869919,0.508130081
52,13,52,1,6289.553000000001,75,83,0.401716918,0.598283082
54,13,54,0,5237.417,59,53,0.609460025,0.390539975
56,13,56,0,5152.319,67,53,0.612352729,0.387647271
58,13,58,1,5441.379,39,23,0.59889568,0.40110432
60,13,60,1,5147.4890000000005,58,53,0.5232614489999999,0.476738551
62,13,62,0,5571.482,44,23,0.739527066,0.260472934
64,13,64,1,5286.754,23,35,0.55213285,0.44786715
66,13,66,1,6356.380999999999,23,39,0.6809647990000001,0.319035201
68,13,68,0,5265.026,83,79,0.707497862,0.292502138
70,13,70,0,4650.749,83,81,0.602535084,0.397464916
72,13,72,0,4932.683,46,23,0.7069933690000001,0.293006631
74,13,74,0,4935.015,53,37,0.723030822,0.276969178
76,13,76,0,4137.873,83,78,0.563872638,0.436127362
78,13,78,0,4097.353,88,83,0.578395949,0.42160405100000004
80,13,80,0,4714.41,83,80,0.640546847,0.35945315299999997
82,13,82,1,5739.581999999999,53,45,0.442428095,0.557571905
84,13,84,0,4688.827,30,23,0.560699845,0.439300155
86,13,86,1,4835.590999999999,53,61,0.555943214,0.44405678600000004
88,13,88,0,3939.683,53,43,0.581984898,0.418015102
90,13,90,0,6611.578,53,63,0.564179926,0.435820074
92,13,92,0,5016.054,51,53,0.636824187,0.36317581299999996
94,13,94,1,5317.2480000000005,37,23,0.460969061,0.539030939
96,13,96,1,3751.3590000000004,73,83,0.519500977,0.48049902299999997
98,13,98,1,4861.518,23,37,0.543737715,0.456262285
100,13,100,1,4940.484,84,83,0.627119024,0.37288097600000003
102,13,102,1,5849.717,82,83,0.560113171,0.439886829
104,13,104,0,9022.497,93,83,0.733333205,0.266666795
106,13,106,1,5722.523,48,53,0.550588051,0.449411949
108,13,108,1,6095.1759999999995,83,90,0.6243930910000001,0.375606909
110,13,110,0,4764.225,83,73,0.59264182,0.40735818
112,13,112,1,4770.371,11,23,0.49552007,0.50447993
114,13,114,1,4745.915,53,66,0.580515523,0.419484477
116,13,116,0,4845.454000000001,23,11,0.551657916,0.448342084
118,13,118,0,4870.245,23,21,0.577761682,0.42223831799999995
0,14,0,0,3324.308,23,2,0.584762616,0.415237384
2,14,2,1,2523.038,83,89,0.440862463,0.559137537
4,14,4,0,6684.934,91,83,0.421382115,0.578617885
6,14,6,0,3286.518,55,53,0.507716714,0.49228328600000004
8,14,8,0,5929.486,83,85,0.44827450700000004,0.551725493
10,14,10,0,1419.557,87,83,0.587888235,0.412111765
12,14,12,0,1249.042,83,77,0.565731656,0.434268344
14,14,14,0,2401.027,23,9,0.52455129,0.47544871
16,14,16,0,1233.281,69,53,0.580696917,0.41930308299999997
18,14,18,0,1259.7169999999999,32,23,0.587733455,0.412266545
20,14,20,1,3773.6459999999997,83,91,0.270128999,0.7298710009999999
22,14,22,1,2165.322,56,53,0.467136056,0.532863944
24,14,24,0,1367.8410000000001,89,83,0.58869473,0.41130527
26,14,26,1,2073.203,83,87,0.45745972,0.54254028
28,14,28,1,1945.156,0,23,0.45322972899999997,0.546770271
30,14,30,1,1665.83,7,23,0.256441307,0.743558693
32,14,32,0,1168.573,23,7,0.544513598,0.455486402
34,14,34,0,1316.62,53,56,0.612353255,0.387646745
36,14,36,1,2336.324,53,69,0.355773822,0.6442261779999999
38,14,38,1,2602.567,9,23,0.505657299,0.494342701
40,14,40,1,3034.393,5,23,0.462129351,0.537870649
42,14,42,0,3010.505,79,83,0.531701352,0.468298648
44,14,44,0,10180.83,28,23,0.576207648,0.42379235200000004
46,14,46,0,4386.342000000001,37,53,0.49798003700000004,0.502019963
48,14,48,0,2719.974,23,5,0.55045046,0.44954954
50,14,50,0,8635.108,23,14,0.381670058,0.618329942
52,14,52,0,3089.8390000000004,75,83,0.741649142,0.258350858
54,14,54,0,2594.473,59,53,0.398563335,0.601436665
56,14,56,0,3132.579,67,53,0.7682422170000001,0.231757783
58,14,58,0,5681.576999999999,39,23,0.690565564,0.30943443600000003
60,14,60,0,1519.027,58,53,0.583469561,0.416530439
62,14,62,0,2953.836,44,23,0.6176129260000001,0.382387074
64,14,64,1,6895.45,23,35,0.456117021,0.5438829789999999
66,14,66,1,2868.7459999999996,23,39,0.444738756,0.555261244
68,14,68,0,2633.974,83,79,0.7206215020000001,0.27937849800000003
70,14,70,0,1779.915,83,81,0.581349279,0.418650721
72,14,72,0,1386.497,46,23,0.56452181,0.43547819
74,14,74,0,4919.425,53,37,0.750339845,0.249660155
76,14,76,0,8258.419,83,78,0.47976428,0.52023572
78,14,78,0,4584.38,88,83,0.449499087,0.5505009129999999
80,14,80,1,4022.289,83,80,0.383604154,0.616395846
82,14,82,1,2419.4179999999997,53,45,0.420675156,0.579324844
84,14,84,0,1578.246,30,23,0.558861466,0.44113853399999997
86,14,86,1,1695.674,53,61,0.449401262,0.5505987379999999
88,14,88,0,2530.383,53,43,0.713346195,0.286653805
90,14,90,0,1507.17,53,63,0.539526672,0.46047332799999996
92,14,92,0,1033.302,51,53,0.590718514,0.409281486
94,14,94,0,2970.8059999999996,37,23,0.541130984,0.458869016
96,14,96,1,2324.178,73,83,0.421824025,0.578175975
98,14,98,1,1295.527,23,37,0.225914043,0.774085957
100,14,100,1,3603.538,84,83,0.514511945,0.485488055
102,14,102,0,1493.379,82,83,0.663158802,0.33684119799999995
104,14,104,0,1120.662,93,83,0.651140645,0.348859355
106,14,106,0,1047.298,48,53,0.569645948,0.43035405200000004
108,14,108,0,2406.61,83,90,0.7564450429999999,0.243554957
110,14,110,0,1104.734,83,73,0.508741786,0.49125821399999997
112,14,112,1,4370.941,11,23,0.411658139,0.588341861
114,14,114,0,1286.488,53,66,0.559269838,0.44073016200000004
116,14,116,0,3166.4190000000003,23,11,0.628620828,0.37137917200000004
118,14,118,1,2434.474,23,21,0.429067685,0.570932315
0,15,0,0,3213.0570000000002,23,2,0.6150308329999999,0.38496916700000006
2,15,2,1,3329.31,83,89,0.451302725,0.548697275
4,15,4,0,2299.119,91,83,0.676433257,0.323566743
6,15,6,1,4847.147,55,53,0.657660104,0.34233989600000003
8,15,8,0,2595.804,83,85,0.6777184820000001,0.322281518
10,15,10,0,1781.246,87,83,0.584570605,0.415429395
12,15,12,0,2200.877,83,77,0.6843005609999999,0.31569943899999997
14,15,14,0,3729.995,23,9,0.576270588,0.423729412
16,15,16,0,1931.223,69,53,0.656919217,0.34308078299999994
18,15,18,0,2898.953,32,23,0.759122574,0.240877426
20,15,20,1,3027.0679999999998,83,91,0.408592192,0.5914078079999999
22,15,22,0,2312.661,56,53,0.705947929,0.294052071
24,15,24,0,1885.989,89,83,0.629049171,0.370950829
26,15,26,1,3151.2990000000004,83,87,0.453094585,0.546905415
28,15,28,1,2756.4109999999996,0,23,0.48973181,0.51026819
30,15,30,0,2620.081,7,23,0.726653175,0.273346825
32,15,32,0,2232.07,23,7,0.46542561600000004,0.534574384
34,15,34,0,4339.1,53,56,0.608898546,0.39110145399999996
36,15,36,1,3676.6009999999997,53,69,0.605651,0.394349
38,15,38,1,3010.1809999999996,9,23,0.44401290600000004,0.555987094
40,15,40,1,2718.708,5,23,0.434958213,0.5650417870000001
42,15,42,0,1910.4289999999999,79,83,0.609410632,0.390589368
44,15,44,1,4621.395,28,23,0.494768734,0.505231266
46,15,46,0,4229.285,37,53,0.5131095489999999,0.486890451
48,15,48,0,1884.3729999999998,23,5,0.635347835,0.364652165
50,15,50,0,1598.082,23,14,0.662320944,0.33767905600000003
52,15,52,1,2226.644,75,83,0.412310322,0.5876896779999999
54,15,54,0,3672.313,59,53,0.515592473,0.484407527
56,15,56,0,2572.407,67,53,0.7289638740000001,0.271036126
58,15,58,0,2926.6679999999997,39,23,0.778062218,0.221937782
60,15,60,0,1954.9160000000002,58,53,0.683186803,0.316813197
62,15,62,0,2000.4,44,23,0.633854226,0.366145774
64,15,64,1,2511.125,23,35,0.488276889,0.511723111
66,15,66,1,2566.174,23,39,0.574787409,0.42521259100000003
68,15,68,0,5647.967,83,79,0.6114718920000001,0.388528108
70,15,70,0,1913.3329999999999,83,81,0.585967538,0.41403246200000005
72,15,72,0,2610.201,46,23,0.642745115,0.357254885
74,15,74,0,1708.715,53,37,0.679408063,0.320591937
76,15,76,1,2526.137,83,78,0.571868452,0.428131548
78,15,78,0,2371.353,88,83,0.658315381,0.34168461899999997
80,15,80,1,4807.99,83,80,0.561133765,0.438866235
82,15,82,0,1627.6660000000002,53,45,0.67252644,0.32747356
84,15,84,0,1884.516,30,23,0.709445601,0.29055439899999996
86,15,86,0,3638.4640000000004,53,61,0.573433007,0.42656699299999995
