,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,2.0611155373742336,0.04942482115162473,0.22203005547200572,0.10772324571133057,0.0006017526862063249,0.4434583582578051,26.0,28.0,0.47002008492107894
glam_full_D,glam_full_D,4.801922833292641,5.668874310540887e-05,0.723668558550424,0.15070391251044116,0.41389222986655255,1.0334448872342954,26.0,28.0,0.47002008492107894
