,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,-0.5981430858157877,0.5549196294149981,-96.26148315113755,160.93387256972082,-427.0657958929991,234.542829590724,26.0,28.0,0.9659227171825533
glam_full_D,glam_full_D,27.147221395482,1.316152316628782e-20,1.058787391106087,0.03900168550149654,0.97861827840107,1.138956503811104,26.0,28.0,0.9659227171825533
