,parcode,trial,fix_item,fix_time
7346,11,26,1,588.0
7347,11,26,2,622.0
7348,11,26,1,646.0
7349,11,26,2,712.0
7350,11,26,1,584.0
7351,11,26,2,422.50099999999975
7352,11,27,0,231.0
7353,11,27,1,800.0
7354,11,27,2,660.0
7355,11,27,1,800.0
7356,11,27,2,938.0
7357,11,27,1,632.0
7358,11,27,2,846.0
7359,11,27,1,594.0
7360,11,27,2,548.0
7361,11,27,1,371.634
7362,11,28,0,218.0
7363,11,28,1,602.0
7364,11,28,2,594.0
7365,11,28,1,646.0
7366,11,28,2,790.0
7367,11,28,1,832.0
7368,11,28,2,526.0079999999998
7369,11,29,0,208.0
7370,11,29,1,738.0
7371,11,29,2,690.0
7372,11,29,1,548.0
7373,11,29,2,421.1770000000001
7374,11,30,0,240.0
7375,11,30,1,746.0
7376,11,30,2,672.0
7377,11,30,1,550.0
7378,11,30,2,760.4019999999999
7379,11,31,0,220.0
7380,11,31,1,476.0
7381,11,31,2,796.0
7382,11,31,1,403.4500000000001
7383,11,32,0,187.0
7384,11,32,1,412.0
7385,11,32,2,634.0
7386,11,32,1,569.1579999999999
7387,11,33,0,332.0
7388,11,33,1,548.0
7389,11,33,2,546.0
7390,11,33,1,511.96200000000016
7391,11,34,0,269.0
7392,11,34,1,580.0
7393,11,34,2,684.0
7394,11,34,1,522.0
7395,11,34,2,870.0
7396,11,34,1,798.0
7397,11,34,2,666.0
7398,11,34,1,672.2150000000001
7399,11,35,0,227.0
7400,11,35,1,1002.0
7401,11,35,2,624.0
7402,11,35,1,626.0
7403,11,35,2,750.7790000000005
7404,11,36,0,253.0
7405,11,36,1,910.0
7406,11,36,2,538.0
7407,11,36,1,682.0
7408,11,36,2,412.05599999999964
7409,11,37,0,247.0
7410,11,37,1,498.0
7411,11,37,2,730.0
7412,11,37,1,406.78
7413,11,38,0,529.0
7414,11,38,2,508.0
7415,11,38,1,740.0
7416,11,38,2,558.0
7417,11,38,1,450.0
7418,11,38,2,455.8990000000003
7419,11,39,0,593.0
7420,11,39,1,1570.0
7421,11,39,2,678.0
7422,11,39,1,556.0
7423,11,39,2,420.0
7424,11,39,1,660.2259999999998
7425,11,40,0,41.0
7426,11,40,1,644.0
7427,11,40,2,742.0
7428,11,40,1,556.0
7429,11,40,2,704.7620000000003
7430,11,41,0,219.0
7431,11,41,1,590.0
7432,11,41,2,528.0
7433,11,41,1,884.0
7434,11,41,0,318.0
7435,11,41,1,150.61799999999994
7436,11,42,0,171.0
7437,11,42,1,570.0
7438,11,42,2,558.0
7439,11,42,1,470.454
7440,11,43,0,174.0
7441,11,43,1,1582.0
7442,11,43,2,394.0
7443,11,43,0,52.0
7444,11,43,2,806.0
7445,11,43,1,352.0
7446,11,43,0,164.0
7447,11,43,1,1012.286
7448,11,44,0,188.0
7449,11,44,1,592.0
7450,11,44,2,668.0
7451,11,44,1,622.0
7452,11,44,2,673.3429999999997
7453,11,45,0,173.0
7454,11,45,1,694.0
7455,11,45,2,802.0
7456,11,45,1,526.0
7457,11,45,2,648.9070000000003
7458,11,46,0,347.0
7459,11,46,1,606.0
7460,11,46,0,192.0
7461,11,46,2,548.0
7462,11,46,1,1000.0
7463,11,46,2,462.0
7464,11,46,0,946.0
7465,11,46,2,3109.607
7466,11,47,0,230.0
7467,11,47,1,450.0
7468,11,47,2,946.0
7469,11,47,1,416.0
7470,11,47,2,1750.0
7471,11,47,1,728.0
7472,11,47,2,648.0
7473,11,47,1,656.0
7474,11,47,2,922.0
7475,11,47,1,630.0
7476,11,47,2,1001.9609999999992
7477,11,48,0,288.0
7478,11,48,1,820.0
7479,11,48,0,236.0
7480,11,48,2,842.0
7481,11,48,1,596.0
7482,11,48,2,420.0
7483,11,48,0,324.0
7484,11,48,1,360.86299999999983
7485,11,49,0,257.0
7486,11,49,1,394.0
7487,11,49,2,496.0
7488,11,49,1,616.8489999999998
7489,11,50,3,81.0
7490,11,50,1,934.0
7491,11,50,2,712.0
7492,11,50,1,588.0
7493,11,50,2,1388.0
7494,11,50,1,1194.0
7495,11,50,2,848.0
7496,11,50,0,122.0
7497,11,50,1,520.0
7498,11,50,2,916.8950000000003
7499,11,51,0,210.0
7500,11,51,1,450.0
7501,11,51,2,600.0
7502,11,51,1,556.0
7503,11,51,2,536.0
7504,11,51,1,766.0
7505,11,51,2,416.0820000000003
7506,11,52,0,203.0
7507,11,52,1,554.0
7508,11,52,2,568.0
7509,11,52,1,454.0
7510,11,52,2,369.839
7511,11,53,0,366.0
7512,11,53,1,778.0
7513,11,53,2,686.0
7514,11,53,1,562.0
7515,11,53,2,399.337
7516,11,54,0,165.0
7517,11,54,1,726.0
7518,11,54,2,572.0
7519,11,54,1,565.7950000000002
7520,11,55,0,143.0
7521,11,55,1,506.0
7522,11,55,2,470.0
7523,11,55,1,1002.0
7524,11,55,2,584.0
7525,11,55,0,529.7199999999998
7526,11,56,1,638.0
7527,11,56,2,1300.0
7528,11,56,1,1710.0
7529,11,56,2,534.0
7530,11,56,1,372.0
7531,11,56,0,404.714
7532,11,57,1,572.0
7533,11,57,2,512.0
7534,11,57,1,529.5350000000002
7535,11,58,3,258.0
7536,11,58,1,428.0
7537,11,58,2,484.0
