,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,1.3573533545589804,0.18633534380817834,244.35337217723418,180.0219311769612,-125.68700695835042,614.3937513128187,26.0,28.0,0.9480906298311533
glam_full_L,glam_full_L,21.791580074736185,3.1564798192994345e-18,0.9313305574168933,0.04273809215407104,0.8434811508427684,1.0191799639910182,26.0,28.0,0.9480906298311533
